OP_absence,OP_exist,OP_rhythem,S_absence,S_exist,S_rhythem,pattern_diff,pattern_same
,Streptococcus.gwangjuense_P23,,,Streptococcus.mutans_P11,,,
,Streptococcus.gwangjuense_P24,,,Streptococcus.mutans_P13,,,
,Streptococcus.gwangjuense_P25,,,Streptococcus.mutans_P15,,,
,Streptococcus.gwangjuense_P26,,,Streptococcus.mutans_P16,,,
,Streptococcus.gwangjuense_P27,,,Streptococcus.mutans_P17,,,
,Streptococcus.lactarius_P03,,,Streptococcus.mutans_P18,,,
,Streptococcus.lactarius_P05,,,Streptococcus.mutans_P19,,,
,Streptococcus.lactarius_P06,,,Streptococcus.mutans_P20,,,
,Streptococcus.lactarius_P07,,,Streptococcus.mutans_P21,,,
,Streptococcus.lactarius_P08,,,Streptococcus.mutans_P22,,,
,Streptococcus.lactarius_P09,,,Streptococcus.mutans_P23,,,
,Streptococcus.lactarius_P11,,,Streptococcus.mutans_P24,,,
,Streptococcus.lactarius_P13,,,Streptococcus.mutans_P25,,,
,Streptococcus.lactarius_P14,,,Streptococcus.mutans_P26,,,
,Streptococcus.lactarius_P15,,,Streptococcus.mutans_P27,,,
,Streptococcus.lactarius_P16,,,Streptococcus.oralis_P03,,,
,Streptococcus.lactarius_P17,,,Streptococcus.oralis_P05,,,
,Streptococcus.lactarius_P18,,,Streptococcus.oralis_P06,,,
,Streptococcus.lactarius_P19,,,Streptococcus.oralis_P07,,,
,Streptococcus.lactarius_P20,,,Streptococcus.oralis_P08,,,
,Streptococcus.lactarius_P21,,,Streptococcus.oralis_P09,,,
,Streptococcus.lactarius_P22,,,Streptococcus.oralis_P11,,,
,Streptococcus.lactarius_P23,,,Streptococcus.oralis_P13,,,
,Streptococcus.lactarius_P24,,,Streptococcus.oralis_P14,,,
,Streptococcus.lactarius_P25,,,Streptococcus.oralis_P15,,,
,Streptococcus.lactarius_P26,,,Streptococcus.oralis_P16,,,
,Streptococcus.lactarius_P27,,,Streptococcus.oralis_P17,,,
,Streptococcus.mitis_P03,,,Streptococcus.oralis_P18,,,
,Streptococcus.mitis_P05,,,Streptococcus.oralis_P19,,,
,Streptococcus.mitis_P06,,,Streptococcus.oralis_P20,,,
,Streptococcus.mitis_P07,,,Streptococcus.oralis_P21,,,
,Streptococcus.mitis_P08,,,Streptococcus.oralis_P22,,,
,Streptococcus.mitis_P09,,,Streptococcus.oralis_P23,,,
,Streptococcus.mitis_P11,,,Streptococcus.oralis_P24,,,
,Streptococcus.mitis_P13,,,Streptococcus.oralis_P25,,,
,Streptococcus.mitis_P14,,,Streptococcus.oralis_P26,,,
,Streptococcus.mitis_P15,,,Streptococcus.oralis_P27,,,
,Streptococcus.mitis_P16,,,Streptococcus.parasanguinis_P03,,,
,Streptococcus.mitis_P17,,,Streptococcus.parasanguinis_P05,,,
,Streptococcus.mitis_P18,,,Streptococcus.parasanguinis_P06,,,
,Streptococcus.mitis_P19,,,Streptococcus.parasanguinis_P07,,,
,Streptococcus.mitis_P20,,,Streptococcus.parasanguinis_P08,,,
,Streptococcus.mitis_P21,,,Streptococcus.parasanguinis_P09,,,
,Streptococcus.mitis_P22,,,Streptococcus.parasanguinis_P11,,,
,Streptococcus.mitis_P23,,,Streptococcus.parasanguinis_P13,,,
,Streptococcus.mitis_P24,,,Streptococcus.parasanguinis_P14,,,
,Streptococcus.mitis_P25,,,Streptococcus.parasanguinis_P15,,,
,Streptococcus.mitis_P26,,,Streptococcus.parasanguinis_P16,,,
,Streptococcus.mitis_P27,,,Streptococcus.parasanguinis_P17,,,
,Streptococcus.mutans_P03,,,Streptococcus.parasanguinis_P18,,,
,Streptococcus.mutans_P05,,,Streptococcus.parasanguinis_P19,,,
,Streptococcus.mutans_P06,,,Streptococcus.parasanguinis_P20,,,
,Streptococcus.mutans_P08,,,Streptococcus.parasanguinis_P21,,,
,Streptococcus.mutans_P09,,,Streptococcus.parasanguinis_P22,,,
,Streptococcus.mutans_P11,,,Streptococcus.parasanguinis_P23,,,
,Streptococcus.mutans_P13,,,Streptococcus.parasanguinis_P24,,,
,Streptococcus.mutans_P14,,,Streptococcus.parasanguinis_P25,,,
,Streptococcus.mutans_P15,,,Streptococcus.parasanguinis_P26,,,
,Streptococcus.mutans_P16,,,Streptococcus.parasanguinis_P27,,,
,Streptococcus.mutans_P17,,,Streptococcus.pneumoniae_P03,,,
,Streptococcus.mutans_P18,,,Streptococcus.pneumoniae_P05,,,
,Streptococcus.mutans_P19,,,Streptococcus.pneumoniae_P06,,,
,Streptococcus.mutans_P20,,,Streptococcus.pneumoniae_P07,,,
,Streptococcus.mutans_P21,,,Streptococcus.pneumoniae_P08,,,
,Streptococcus.mutans_P22,,,Streptococcus.pneumoniae_P09,,,
,Streptococcus.mutans_P23,,,Streptococcus.pneumoniae_P11,,,
,Streptococcus.mutans_P24,,,Streptococcus.pneumoniae_P13,,,
,Streptococcus.mutans_P25,,,Streptococcus.pneumoniae_P14,,,
,Streptococcus.mutans_P26,,,Streptococcus.pneumoniae_P15,,,
,Streptococcus.mutans_P27,,,Streptococcus.pneumoniae_P16,,,
,Streptococcus.oralis_P03,,,Streptococcus.pneumoniae_P17,,,
,Streptococcus.oralis_P05,,,Streptococcus.pneumoniae_P18,,,
,Streptococcus.oralis_P06,,,Streptococcus.pneumoniae_P19,,,
,Streptococcus.oralis_P07,,,Streptococcus.pneumoniae_P20,,,
,Streptococcus.oralis_P08,,,Streptococcus.pneumoniae_P21,,,
,Streptococcus.oralis_P09,,,Streptococcus.pneumoniae_P22,,,
,Streptococcus.oralis_P11,,,Streptococcus.pneumoniae_P23,,,
,Streptococcus.oralis_P13,,,Streptococcus.pneumoniae_P24,,,
,Streptococcus.oralis_P14,,,Streptococcus.pneumoniae_P25,,,
,Streptococcus.oralis_P15,,,Streptococcus.pneumoniae_P26,,,
,Streptococcus.oralis_P16,,,Streptococcus.pneumoniae_P27,,,
,Streptococcus.oralis_P17,,,Streptococcus.pseudopneumoniae_P03,,,
,Streptococcus.oralis_P18,,,Streptococcus.pseudopneumoniae_P05,,,
,Streptococcus.oralis_P19,,,Streptococcus.pseudopneumoniae_P06,,,
,Streptococcus.oralis_P20,,,Streptococcus.pseudopneumoniae_P07,,,
,Streptococcus.oralis_P21,,,Streptococcus.pseudopneumoniae_P08,,,
,Streptococcus.oralis_P22,,,Streptococcus.pseudopneumoniae_P09,,,
,Streptococcus.oralis_P23,,,Streptococcus.pseudopneumoniae_P11,,,
,Streptococcus.oralis_P24,,,Streptococcus.pseudopneumoniae_P13,,,
,Streptococcus.oralis_P25,,,Streptococcus.pseudopneumoniae_P14,,,
,Streptococcus.oralis_P26,,,Streptococcus.pseudopneumoniae_P15,,,
,Streptococcus.oralis_P27,,,Streptococcus.pseudopneumoniae_P16,,,
,Streptococcus.parasanguinis_P03,,,Streptococcus.pseudopneumoniae_P17,,,
,Streptococcus.parasanguinis_P05,,,Streptococcus.pseudopneumoniae_P18,,,
,Streptococcus.parasanguinis_P06,,,Streptococcus.pseudopneumoniae_P19,,,
,Streptococcus.parasanguinis_P07,,,Streptococcus.pseudopneumoniae_P20,,,
,Streptococcus.parasanguinis_P08,,,Streptococcus.pseudopneumoniae_P21,,,
,Streptococcus.parasanguinis_P09,,,Streptococcus.pseudopneumoniae_P22,,,
,Streptococcus.parasanguinis_P11,,,Streptococcus.pseudopneumoniae_P23,,,
,Streptococcus.parasanguinis_P13,,,Streptococcus.pseudopneumoniae_P24,,,
,Streptococcus.parasanguinis_P14,,,Streptococcus.pseudopneumoniae_P25,,,
,Streptococcus.parasanguinis_P15,,,Streptococcus.pseudopneumoniae_P26,,,
,Streptococcus.parasanguinis_P16,,,Streptococcus.pseudopneumoniae_P27,,,
,Streptococcus.parasanguinis_P17,,,Streptococcus.sp..116.D4_P03,,,
,Streptococcus.parasanguinis_P18,,,Streptococcus.sp..116.D4_P05,,,
,Streptococcus.parasanguinis_P19,,,Streptococcus.sp..116.D4_P06,,,
,Streptococcus.parasanguinis_P20,,,Streptococcus.sp..116.D4_P07,,,
,Streptococcus.parasanguinis_P21,,,Streptococcus.sp..116.D4_P08,,,
,Streptococcus.parasanguinis_P22,,,Streptococcus.sp..116.D4_P09,,,
,Streptococcus.parasanguinis_P23,,,Streptococcus.sp..116.D4_P11,,,
,Streptococcus.parasanguinis_P24,,,Streptococcus.sp..116.D4_P13,,,
,Streptococcus.parasanguinis_P25,,,Streptococcus.sp..116.D4_P14,,,
,Streptococcus.parasanguinis_P26,,,Streptococcus.sp..116.D4_P15,,,
,Streptococcus.parasanguinis_P27,,,Streptococcus.sp..116.D4_P16,,,
,Streptococcus.pneumoniae_P03,,,Streptococcus.sp..116.D4_P17,,,
,Streptococcus.pneumoniae_P05,,,Streptococcus.sp..116.D4_P18,,,
,Streptococcus.pneumoniae_P06,,,Streptococcus.sp..116.D4_P19,,,
,Streptococcus.pneumoniae_P07,,,Streptococcus.sp..116.D4_P20,,,
,Streptococcus.pneumoniae_P08,,,Streptococcus.sp..116.D4_P21,,,
,Streptococcus.pneumoniae_P09,,,Streptococcus.sp..116.D4_P22,,,
,Streptococcus.pneumoniae_P11,,,Streptococcus.sp..116.D4_P23,,,
,Streptococcus.pneumoniae_P13,,,Streptococcus.sp..116.D4_P24,,,
,Streptococcus.pneumoniae_P14,,,Streptococcus.sp..116.D4_P25,,,
,Streptococcus.pneumoniae_P15,,,Streptococcus.sp..116.D4_P26,,,
,Streptococcus.pneumoniae_P16,,,Streptococcus.sp..116.D4_P27,,,
,Streptococcus.pneumoniae_P17,,,Streptococcus.sp..1643_P03,,,
,Streptococcus.pneumoniae_P18,,,Streptococcus.sp..1643_P05,,,
,Streptococcus.pneumoniae_P19,,,Streptococcus.sp..1643_P06,,,
,Streptococcus.pneumoniae_P20,,,Streptococcus.sp..1643_P07,,,
,Streptococcus.pneumoniae_P21,,,Streptococcus.sp..1643_P08,,,
,Streptococcus.pneumoniae_P22,,,Streptococcus.sp..1643_P09,,,
,Streptococcus.pneumoniae_P23,,,Streptococcus.sp..1643_P11,,,
,Streptococcus.pneumoniae_P24,,,Streptococcus.sp..1643_P13,,,
,Streptococcus.pneumoniae_P25,,,Streptococcus.sp..1643_P14,,,
,Streptococcus.pneumoniae_P26,,,Streptococcus.sp..1643_P15,,,
,Streptococcus.pneumoniae_P27,,,Streptococcus.sp..1643_P16,,,
,Streptococcus.pseudopneumoniae_P03,,,Streptococcus.sp..1643_P17,,,
,Streptococcus.pseudopneumoniae_P05,,,Streptococcus.sp..1643_P18,,,
,Streptococcus.pseudopneumoniae_P06,,,Streptococcus.sp..1643_P19,,,
,Streptococcus.pseudopneumoniae_P07,,,Streptococcus.sp..1643_P20,,,
,Streptococcus.pseudopneumoniae_P08,,,Streptococcus.sp..1643_P21,,,
,Streptococcus.pseudopneumoniae_P09,,,Streptococcus.sp..1643_P22,,,
,Streptococcus.pseudopneumoniae_P11,,,Streptococcus.sp..1643_P23,,,
,Streptococcus.pseudopneumoniae_P13,,,Streptococcus.sp..1643_P24,,,
,Streptococcus.pseudopneumoniae_P14,,,Streptococcus.sp..1643_P25,,,
,Streptococcus.pseudopneumoniae_P15,,,Streptococcus.sp..1643_P26,,,
,Streptococcus.pseudopneumoniae_P16,,,Streptococcus.sp..1643_P27,,,
,Streptococcus.pseudopneumoniae_P17,,,Streptococcus.sp..NPS.308_P03,,,
,Streptococcus.pseudopneumoniae_P18,,,Streptococcus.sp..NPS.308_P05,,,
,Streptococcus.pseudopneumoniae_P19,,,Streptococcus.sp..NPS.308_P06,,,
,Streptococcus.pseudopneumoniae_P20,,,Streptococcus.sp..NPS.308_P07,,,
,Streptococcus.pseudopneumoniae_P21,,,Streptococcus.sp..NPS.308_P08,,,
,Streptococcus.pseudopneumoniae_P22,,,Streptococcus.sp..NPS.308_P09,,,
,Streptococcus.pseudopneumoniae_P23,,,Streptococcus.sp..NPS.308_P11,,,
,Streptococcus.pseudopneumoniae_P24,,,Streptococcus.sp..NPS.308_P13,,,
,Streptococcus.pseudopneumoniae_P25,,,Streptococcus.sp..NPS.308_P14,,,
,Streptococcus.pseudopneumoniae_P26,,,Streptococcus.sp..NPS.308_P15,,,
,Streptococcus.pseudopneumoniae_P27,,,Streptococcus.sp..NPS.308_P16,,,
,Streptococcus.sp..116.D4_P03,,,Streptococcus.sp..NPS.308_P17,,,
,Streptococcus.sp..116.D4_P05,,,Streptococcus.sp..NPS.308_P18,,,
,Streptococcus.sp..116.D4_P06,,,Streptococcus.sp..NPS.308_P19,,,
,Streptococcus.sp..116.D4_P07,,,Streptococcus.sp..NPS.308_P20,,,
,Streptococcus.sp..116.D4_P08,,,Streptococcus.sp..NPS.308_P21,,,
,Streptococcus.sp..116.D4_P09,,,Streptococcus.sp..NPS.308_P22,,,
,Streptococcus.sp..116.D4_P11,,,Streptococcus.sp..NPS.308_P23,,,
,Streptococcus.sp..116.D4_P13,,,Streptococcus.sp..NPS.308_P24,,,
,Streptococcus.sp..116.D4_P14,,,Streptococcus.sp..NPS.308_P25,,,
,Streptococcus.sp..116.D4_P15,,,Streptococcus.sp..NPS.308_P26,,,
,Streptococcus.sp..116.D4_P16,,,Streptococcus.sp..NPS.308_P27,,,
,Streptococcus.sp..116.D4_P17,,,Streptococcus.sp..oral.taxon.061_P03,,,
,Streptococcus.sp..116.D4_P18,,,Streptococcus.sp..oral.taxon.061_P05,,,
,Streptococcus.sp..116.D4_P19,,,Streptococcus.sp..oral.taxon.061_P06,,,
,Streptococcus.sp..116.D4_P20,,,Streptococcus.sp..oral.taxon.061_P07,,,
,Streptococcus.sp..116.D4_P21,,,Streptococcus.sp..oral.taxon.061_P08,,,
,Streptococcus.sp..116.D4_P22,,,Streptococcus.sp..oral.taxon.061_P09,,,
,Streptococcus.sp..116.D4_P23,,,Streptococcus.sp..oral.taxon.061_P11,,,
,Streptococcus.sp..116.D4_P24,,,Streptococcus.sp..oral.taxon.061_P13,,,
,Streptococcus.sp..116.D4_P25,,,Streptococcus.sp..oral.taxon.061_P14,,,
,Streptococcus.sp..116.D4_P26,,,Streptococcus.sp..oral.taxon.061_P15,,,
,Streptococcus.sp..116.D4_P27,,,Streptococcus.sp..oral.taxon.061_P16,,,
,Streptococcus.sp..1643_P03,,,Streptococcus.sp..oral.taxon.061_P17,,,
,Streptococcus.sp..1643_P05,,,Streptococcus.sp..oral.taxon.061_P18,,,
,Streptococcus.sp..1643_P06,,,Streptococcus.sp..oral.taxon.061_P19,,,
,Streptococcus.sp..1643_P07,,,Streptococcus.sp..oral.taxon.061_P20,,,
,Streptococcus.sp..1643_P08,,,Streptococcus.sp..oral.taxon.061_P21,,,
,Streptococcus.sp..1643_P09,,,Streptococcus.sp..oral.taxon.061_P22,,,
,Streptococcus.sp..1643_P11,,,Streptococcus.sp..oral.taxon.061_P23,,,
,Streptococcus.sp..1643_P13,,,Streptococcus.sp..oral.taxon.061_P24,,,
,Streptococcus.sp..1643_P14,,,Streptococcus.sp..oral.taxon.061_P25,,,
,Streptococcus.sp..1643_P15,,,Streptococcus.sp..oral.taxon.061_P26,,,
,Streptococcus.sp..1643_P16,,,Streptococcus.sp..oral.taxon.061_P27,,,
,Streptococcus.sp..1643_P17,,,Streptococcus.sp..oral.taxon.064_P03,,,
,Streptococcus.sp..1643_P18,,,Streptococcus.sp..oral.taxon.064_P05,,,
,Streptococcus.sp..1643_P19,,,Streptococcus.sp..oral.taxon.064_P06,,,
,Streptococcus.sp..1643_P20,,,Streptococcus.sp..oral.taxon.064_P07,,,
,Streptococcus.sp..1643_P21,,,Streptococcus.sp..oral.taxon.064_P08,,,
,Streptococcus.sp..1643_P22,,,Streptococcus.sp..oral.taxon.064_P09,,,
,Streptococcus.sp..1643_P23,,,Streptococcus.sp..oral.taxon.064_P11,,,
,Streptococcus.sp..1643_P24,,,Streptococcus.sp..oral.taxon.064_P13,,,
,Streptococcus.sp..1643_P25,,,Streptococcus.sp..oral.taxon.064_P14,,,
,Streptococcus.sp..1643_P26,,,Streptococcus.sp..oral.taxon.064_P15,,,
,Streptococcus.sp..1643_P27,,,Streptococcus.sp..oral.taxon.064_P16,,,
,Streptococcus.sp..NPS.308_P03,,,Streptococcus.sp..oral.taxon.064_P17,,,
,Streptococcus.sp..NPS.308_P05,,,Streptococcus.sp..oral.taxon.064_P18,,,
,Streptococcus.sp..NPS.308_P06,,,Streptococcus.sp..oral.taxon.064_P19,,,
,Streptococcus.sp..NPS.308_P07,,,Streptococcus.sp..oral.taxon.064_P20,,,
,Streptococcus.sp..NPS.308_P08,,,Streptococcus.sp..oral.taxon.064_P21,,,
,Streptococcus.sp..NPS.308_P09,,,Streptococcus.sp..oral.taxon.064_P22,,,
,Streptococcus.sp..NPS.308_P11,,,Streptococcus.sp..oral.taxon.064_P23,,,
,Streptococcus.sp..NPS.308_P13,,,Streptococcus.sp..oral.taxon.064_P24,,,
,Streptococcus.sp..NPS.308_P14,,,Streptococcus.sp..oral.taxon.064_P25,,,
,Streptococcus.sp..NPS.308_P15,,,Streptococcus.sp..oral.taxon.064_P26,,,
,Streptococcus.sp..NPS.308_P16,,,Streptococcus.sp..oral.taxon.064_P27,,,
,Streptococcus.sp..NPS.308_P17,,,Streptococcus.sp..VT.162_P03,,,
,Streptococcus.sp..NPS.308_P18,,,Streptococcus.sp..VT.162_P05,,,
,Streptococcus.sp..NPS.308_P19,,,Streptococcus.sp..VT.162_P06,,,
,Streptococcus.sp..NPS.308_P20,,,Streptococcus.sp..VT.162_P07,,,
,Streptococcus.sp..NPS.308_P21,,,Streptococcus.sp..VT.162_P08,,,
,Streptococcus.sp..NPS.308_P22,,,Streptococcus.sp..VT.162_P09,,,
,Streptococcus.sp..NPS.308_P23,,,Streptococcus.sp..VT.162_P11,,,
,Streptococcus.sp..NPS.308_P24,,,Streptococcus.sp..VT.162_P13,,,
,Streptococcus.sp..NPS.308_P25,,,Streptococcus.sp..VT.162_P14,,,
,Streptococcus.sp..NPS.308_P26,,,Streptococcus.sp..VT.162_P15,,,
,Streptococcus.sp..NPS.308_P27,,,Streptococcus.sp..VT.162_P16,,,
,Streptococcus.sp..oral.taxon.061_P03,,,Streptococcus.sp..VT.162_P17,,,
,Streptococcus.sp..oral.taxon.061_P05,,,Streptococcus.sp..VT.162_P18,,,
,Streptococcus.sp..oral.taxon.061_P06,,,Streptococcus.sp..VT.162_P19,,,
,Streptococcus.sp..oral.taxon.061_P07,,,Streptococcus.sp..VT.162_P20,,,
,Streptococcus.sp..oral.taxon.061_P08,,,Streptococcus.sp..VT.162_P21,,,
,Streptococcus.sp..oral.taxon.061_P09,,,Streptococcus.sp..VT.162_P22,,,
,Streptococcus.sp..oral.taxon.061_P11,,,Streptococcus.sp..VT.162_P23,,,
,Streptococcus.sp..oral.taxon.061_P13,,,Streptococcus.sp..VT.162_P24,,,
,Streptococcus.sp..oral.taxon.061_P14,,,Streptococcus.sp..VT.162_P25,,,
,Streptococcus.sp..oral.taxon.061_P15,,,Streptococcus.sp..VT.162_P26,,,
,Streptococcus.sp..oral.taxon.061_P16,,,Streptococcus.sp..VT.162_P27,,,
,Streptococcus.sp..oral.taxon.061_P17,,,Streptococcus.suis_P03,,,
,Streptococcus.sp..oral.taxon.061_P18,,,Streptococcus.suis_P05,,,
,Streptococcus.sp..oral.taxon.061_P19,,,Streptococcus.suis_P06,,,
,Streptococcus.sp..oral.taxon.061_P20,,,Streptococcus.suis_P07,,,
,Streptococcus.sp..oral.taxon.061_P21,,,Streptococcus.suis_P08,,,
,Streptococcus.sp..oral.taxon.061_P22,,,Streptococcus.suis_P09,,,
,Streptococcus.sp..oral.taxon.061_P23,,,Streptococcus.suis_P11,,,
,Streptococcus.sp..oral.taxon.061_P24,,,Streptococcus.suis_P13,,,
,Streptococcus.sp..oral.taxon.061_P25,,,Streptococcus.suis_P14,,,
,Streptococcus.sp..oral.taxon.061_P26,,,Streptococcus.suis_P15,,,
,Streptococcus.sp..oral.taxon.061_P27,,,Streptococcus.suis_P16,,,
,Streptococcus.sp..oral.taxon.064_P03,,,Streptococcus.suis_P17,,,
,Streptococcus.sp..oral.taxon.064_P05,,,Streptococcus.suis_P18,,,
,Streptococcus.sp..oral.taxon.064_P06,,,Streptococcus.suis_P19,,,
,Streptococcus.sp..oral.taxon.064_P08,,,Streptococcus.suis_P20,,,
,Streptococcus.sp..oral.taxon.064_P09,,,Streptococcus.suis_P21,,,
,Streptococcus.sp..oral.taxon.064_P13,,,Streptococcus.suis_P22,,,
,Streptococcus.sp..oral.taxon.064_P14,,,Streptococcus.suis_P23,,,
,Streptococcus.sp..oral.taxon.064_P15,,,Streptococcus.suis_P24,,,
,Streptococcus.sp..oral.taxon.064_P16,,,Streptococcus.suis_P25,,,
,Streptococcus.sp..oral.taxon.064_P18,,,Streptococcus.suis_P26,,,
,Streptococcus.sp..oral.taxon.064_P19,,,Streptococcus.suis_P27,,,
,Streptococcus.sp..oral.taxon.064_P20,,,Tannerella.sp..oral.taxon.HOT.286_P03,,,
,Streptococcus.sp..oral.taxon.064_P21,,,Tannerella.sp..oral.taxon.HOT.286_P06,,,
,Streptococcus.sp..oral.taxon.064_P22,,,Tannerella.sp..oral.taxon.HOT.286_P07,,,
,Streptococcus.sp..oral.taxon.064_P23,,,Tannerella.sp..oral.taxon.HOT.286_P08,,,
,Streptococcus.sp..oral.taxon.064_P24,,,Tannerella.sp..oral.taxon.HOT.286_P09,,,
,Streptococcus.sp..oral.taxon.064_P25,,,Tannerella.sp..oral.taxon.HOT.286_P11,,,
,Streptococcus.sp..oral.taxon.064_P26,,,Tannerella.sp..oral.taxon.HOT.286_P13,,,
,Streptococcus.sp..oral.taxon.064_P27,,,Tannerella.sp..oral.taxon.HOT.286_P14,,,
,Streptococcus.sp..VT.162_P03,,,Tannerella.sp..oral.taxon.HOT.286_P15,,,
,Streptococcus.sp..VT.162_P05,,,Tannerella.sp..oral.taxon.HOT.286_P16,,,
,Streptococcus.sp..VT.162_P06,,,Tannerella.sp..oral.taxon.HOT.286_P17,,,
,Streptococcus.sp..VT.162_P07,,,Tannerella.sp..oral.taxon.HOT.286_P18,,,
,Streptococcus.sp..VT.162_P08,,,Tannerella.sp..oral.taxon.HOT.286_P19,,,
,Streptococcus.sp..VT.162_P09,,,Tannerella.sp..oral.taxon.HOT.286_P20,,,
,Streptococcus.sp..VT.162_P11,,,Tannerella.sp..oral.taxon.HOT.286_P21,,,
,Streptococcus.sp..VT.162_P13,,,Tannerella.sp..oral.taxon.HOT.286_P22,,,
,Streptococcus.sp..VT.162_P14,,,Tannerella.sp..oral.taxon.HOT.286_P23,,,
,Streptococcus.sp..VT.162_P15,,,Tannerella.sp..oral.taxon.HOT.286_P24,,,
,Streptococcus.sp..VT.162_P16,,,Tannerella.sp..oral.taxon.HOT.286_P25,,,
,Streptococcus.sp..VT.162_P17,,,Tannerella.sp..oral.taxon.HOT.286_P26,,,
,Streptococcus.sp..VT.162_P18,,,Tannerella.sp..oral.taxon.HOT.286_P27,,,
,Streptococcus.sp..VT.162_P19,,,TM7.phylum.sp..oral.taxon.952_P03,,,
,Streptococcus.sp..VT.162_P20,,,TM7.phylum.sp..oral.taxon.952_P06,,,
,Streptococcus.sp..VT.162_P21,,,TM7.phylum.sp..oral.taxon.952_P07,,,
,Streptococcus.sp..VT.162_P22,,,TM7.phylum.sp..oral.taxon.952_P09,,,
,Streptococcus.sp..VT.162_P23,,,TM7.phylum.sp..oral.taxon.952_P11,,,
,Streptococcus.sp..VT.162_P24,,,TM7.phylum.sp..oral.taxon.952_P15,,,
,Streptococcus.sp..VT.162_P25,,,TM7.phylum.sp..oral.taxon.952_P17,,,
,Streptococcus.sp..VT.162_P26,,,TM7.phylum.sp..oral.taxon.952_P19,,,
,Streptococcus.sp..VT.162_P27,,,TM7.phylum.sp..oral.taxon.952_P20,,,
,Streptococcus.suis_P03,,,TM7.phylum.sp..oral.taxon.952_P21,,,
,Streptococcus.suis_P05,,,TM7.phylum.sp..oral.taxon.952_P23,,,
,Streptococcus.suis_P07,,,TM7.phylum.sp..oral.taxon.952_P25,,,
,Streptococcus.suis_P08,,,Treponema.medium_P07,,,
,Streptococcus.suis_P09,,,Treponema.medium_P09,,,
,Streptococcus.suis_P11,,,Treponema.medium_P11,,,
,Streptococcus.suis_P13,,,Treponema.medium_P14,,,
,Streptococcus.suis_P14,,,Treponema.medium_P15,,,
,Streptococcus.suis_P15,,,Treponema.medium_P17,,,
,Streptococcus.suis_P16,,,Treponema.medium_P19,,,
,Streptococcus.suis_P17,,,Treponema.medium_P20,,,
,Streptococcus.suis_P18,,,Treponema.medium_P21,,,
,Streptococcus.suis_P19,,,Treponema.medium_P22,,,
,Streptococcus.suis_P20,,,Treponema.medium_P23,,,
,Streptococcus.suis_P21,,,Treponema.medium_P25,,,
,Streptococcus.suis_P22,,,Treponema.medium_P26,,,
,Streptococcus.suis_P23,,,Treponema.medium_P27,,,
,Streptococcus.suis_P24,,,Treponema.sp..OMZ.804_P03,,,
,Streptococcus.suis_P25,,,Treponema.sp..OMZ.804_P06,,,
,Streptococcus.suis_P26,,,Treponema.sp..OMZ.804_P07,,,
,Streptococcus.suis_P27,,,Treponema.sp..OMZ.804_P08,,,
,Tannerella.sp..oral.taxon.HOT.286_P03,,,Treponema.sp..OMZ.804_P09,,,
,Tannerella.sp..oral.taxon.HOT.286_P06,,,Treponema.sp..OMZ.804_P11,,,
,Tannerella.sp..oral.taxon.HOT.286_P07,,,Treponema.sp..OMZ.804_P13,,,
,Tannerella.sp..oral.taxon.HOT.286_P08,,,Treponema.sp..OMZ.804_P14,,,
,Tannerella.sp..oral.taxon.HOT.286_P09,,,Treponema.sp..OMZ.804_P15,,,
,Tannerella.sp..oral.taxon.HOT.286_P11,,,Treponema.sp..OMZ.804_P16,,,
,Tannerella.sp..oral.taxon.HOT.286_P13,,,Treponema.sp..OMZ.804_P17,,,
,Tannerella.sp..oral.taxon.HOT.286_P14,,,Treponema.sp..OMZ.804_P18,,,
,Tannerella.sp..oral.taxon.HOT.286_P15,,,Treponema.sp..OMZ.804_P19,,,
,Tannerella.sp..oral.taxon.HOT.286_P16,,,Treponema.sp..OMZ.804_P20,,,
,Tannerella.sp..oral.taxon.HOT.286_P17,,,Treponema.sp..OMZ.804_P21,,,
,Tannerella.sp..oral.taxon.HOT.286_P18,,,Treponema.sp..OMZ.804_P22,,,
,Tannerella.sp..oral.taxon.HOT.286_P19,,,Treponema.sp..OMZ.804_P23,,,
,Tannerella.sp..oral.taxon.HOT.286_P20,,,Treponema.sp..OMZ.804_P25,,,
,Tannerella.sp..oral.taxon.HOT.286_P21,,,Treponema.sp..OMZ.804_P26,,,
,Tannerella.sp..oral.taxon.HOT.286_P22,,,Treponema.sp..OMZ.804_P27,,,
,Tannerella.sp..oral.taxon.HOT.286_P23,,,Treponema.sp..OMZ.806_P07,,,
,Tannerella.sp..oral.taxon.HOT.286_P24,,,Treponema.sp..OMZ.806_P09,,,
,Tannerella.sp..oral.taxon.HOT.286_P25,,,Treponema.sp..OMZ.806_P11,,,
,Tannerella.sp..oral.taxon.HOT.286_P26,,,Treponema.sp..OMZ.806_P15,,,
,Tannerella.sp..oral.taxon.HOT.286_P27,,,Treponema.sp..OMZ.806_P17,,,
,TM7.phylum.sp..oral.taxon.952_P03,,,Treponema.sp..OMZ.806_P19,,,
,TM7.phylum.sp..oral.taxon.952_P05,,,Treponema.sp..OMZ.806_P20,,,
,TM7.phylum.sp..oral.taxon.952_P07,,,Treponema.sp..OMZ.806_P21,,,
,TM7.phylum.sp..oral.taxon.952_P09,,,Treponema.sp..OMZ.806_P22,,,
,TM7.phylum.sp..oral.taxon.952_P11,,,Treponema.sp..OMZ.806_P23,,,
